MSG,8,1,1,E80248,1,1970/01/03,06:18:06.996,1970/01/03,06:18:07.054,,,,,,,,,,,,0
MSG,7,1,1,E80248,1,1970/01/03,06:18:07.108,1970/01/03,06:18:07.164,,7075,,,,,,,,,,
MSG,4,1,1,E80482,1,1970/01/03,06:18:07.265,1970/01/03,06:18:07.287,,,272,150,,,2688,,,,,0
MSG,7,1,1,E80482,1,1970/01/03,06:18:07.489,1970/01/03,06:18:07.546,,4250,,,,,,,,,,
MSG,3,1,1,E80482,1,1970/01/03,06:18:07.816,1970/01/03,06:18:07.873,,4250,,,-12.14081,-77.05645,,,,,,0
MSG,8,1,1,E80248,1,1970/01/03,06:18:07.882,1970/01/03,06:18:07.931,,,,,,,,,,,,0
MSG,8,1,1,E80248,1,1970/01/03,06:18:07.966,1970/01/03,06:18:07.995,,,,,,,,,,,,0
MSG,8,1,1,E80248,1,1970/01/03,06:18:08.028,1970/01/03,06:18:08.051,,,,,,,,,,,,0
MSG,5,1,1,E80248,1,1970/01/03,06:18:08.035,1970/01/03,06:18:08.092,,7050,,,,,,,0,,0,
MSG,5,1,1,E80248,1,1970/01/03,06:18:08.039,1970/01/03,06:18:08.094,,7050,,,,,,,0,,0,
MSG,4,1,1,E80482,1,1970/01/03,06:18:08.336,1970/01/03,06:18:08.373,,,272,150,,,2688,,,,,0
MSG,7,1,1,E80248,1,1970/01/03,06:18:08.565,1970/01/03,06:18:08.595,,7025,,,,,,,,,,
MSG,5,1,1,E80482,1,1970/01/03,06:18:08.671,1970/01/03,06:18:08.703,LPE2021 ,4300,,,,,,,0,,0,
MSG,6,1,1,E80482,1,1970/01/03,06:18:08.675,1970/01/03,06:18:08.705,,,,,,,,2760,0,0,0,
MSG,5,1,1,E80482,1,1970/01/03,06:18:08.679,1970/01/03,06:18:08.706,,4300,,,,,,,0,,0,
MSG,5,1,1,E80482,1,1970/01/03,06:18:08.683,1970/01/03,06:18:08.708,,4300,,,,,,,0,,0,
MSG,8,1,1,E80248,1,1970/01/03,06:18:08.716,1970/01/03,06:18:08.755,,,,,,,,,,,,0
MSG,7,1,1,E80248,1,1970/01/03,06:18:08.748,1970/01/03,06:18:08.803,,7025,,,,,,,,,,
MSG,3,1,1,E80482,1,1970/01/03,06:18:08.785,1970/01/03,06:18:08.814,,4300,,,-12.14191,-77.05579,,,,,,0
MSG,8,1,1,E80248,1,1970/01/03,06:18:08.836,1970/01/03,06:18:08.867,,,,,,,,,,,,0
MSG,8,1,1,E80482,1,1970/01/03,06:18:08.860,1970/01/03,06:18:08.913,,,,,,,,,,,,0
MSG,7,1,1,E80482,1,1970/01/03,06:18:09.039,1970/01/03,06:18:09.082,,4300,,,,,,,,,,
MSG,4,1,1,E80482,1,1970/01/03,06:18:09.316,1970/01/03,06:18:09.355,,,272,150,,,2688,,,,,0
MSG,8,1,1,E80248,1,1970/01/03,06:18:09.396,1970/01/03,06:18:09.417,,,,,,,,,,,,0
MSG,5,1,1,E80248,1,1970/01/03,06:18:09.404,1970/01/03,06:18:09.458,,7000,,,,,,,0,,0,
MSG,6,1,1,E80248,1,1970/01/03,06:18:09.408,1970/01/03,06:18:09.460,,,,,,,,5226,0,0,0,
MSG,5,1,1,E80248,1,1970/01/03,06:18:09.412,1970/01/03,06:18:09.461,,7000,,,,,,,0,,0,
MSG,5,1,1,E80248,1,1970/01/03,06:18:09.416,1970/01/03,06:18:09.462,,7000,,,,,,,0,,0,
MSG,5,1,1,E80248,1,1970/01/03,06:18:09.420,1970/01/03,06:18:09.464,,7000,,,,,,,0,,0,
MSG,8,1,1,E80248,1,1970/01/03,06:18:09.420,1970/01/03,06:18:09.464,,,,,,,,,,,,0
MSG,8,1,1,E80248,1,1970/01/03,06:18:09.433,1970/01/03,06:18:09.467,,,,,,,,,,,,0
MSG,7,1,1,E80248,1,1970/01/03,06:18:09.488,1970/01/03,06:18:09.521,,7000,,,,,,,,,,
MSG,7,1,1,E80248,1,1970/01/03,06:18:09.585,1970/01/03,06:18:09.627,,7000,,,,,,,,,,
MSG,8,1,1,E80248,1,1970/01/03,06:18:09.617,1970/01/03,06:18:09.675,,,,,,,,,,,,0
MSG,8,1,1,E80248,1,1970/01/03,06:18:09.631,1970/01/03,06:18:09.680,,,,,,,,,,,,0
MSG,6,1,1,E80248,1,1970/01/03,06:18:09.639,1970/01/03,06:18:09.683,,,,,,,,5226,0,0,0,
MSG,8,1,1,E80248,1,1970/01/03,06:18:09.645,1970/01/03,06:18:09.684,,,,,,,,,,,,0
MSG,5,1,1,E80248,1,1970/01/03,06:18:09.648,1970/01/03,06:18:09.686,,7000,,,,,,,0,,0,
MSG,7,1,1,E80482,1,1970/01/03,06:18:09.718,1970/01/03,06:18:09.743,,4350,,,,,,,,,,
MSG,3,1,1,E80482,1,1970/01/03,06:18:09.885,1970/01/03,06:18:09.908,,4350,,,-12.14310,-77.05507,,,,,,0
MSG,8,1,1,E80248,1,1970/01/03,06:18:09.926,1970/01/03,06:18:09.958,,,,,,,,,,,,0
MSG,7,1,1,E80248,1,1970/01/03,06:18:10.037,1970/01/03,06:18:10.068,,7000,,,,,,,,,,
MSG,4,1,1,E80482,1,1970/01/03,06:18:10.414,1970/01/03,06:18:10.449,,,274,150,,,2688,,,,,0
MSG,7,1,1,E80248,1,1970/01/03,06:18:10.558,1970/01/03,06:18:10.607,,6975,,,,,,,,,,
MSG,8,1,1,E80248,1,1970/01/03,06:18:10.811,1970/01/03,06:18:10.835,,,,,,,,,,,,0
MSG,8,1,1,E80482,1,1970/01/03,06:18:10.883,1970/01/03,06:18:10.934,,,,,,,,,,,,0
MSG,4,1,1,E80482,1,1970/01/03,06:18:11.462,1970/01/03,06:18:11.490,,,274,150,,,2752,,,,,0
MSG,7,1,1,E80482,1,1970/01/03,06:18:11.583,1970/01/03,06:18:11.641,,4425,,,,,,,,,,
MSG,1,1,1,E80482,1,1970/01/03,06:18:11.610,1970/01/03,06:18:11.649,LPE2021 ,,,,,,,,,,,0
MSG,8,1,1,E80248,1,1970/01/03,06:18:11.766,1970/01/03,06:18:11.811,,,,,,,,,,,,0
MSG,8,1,1,E80248,1,1970/01/03,06:18:11.944,1970/01/03,06:18:11.978,,,,,,,,,,,,0
MSG,7,1,1,E80248,1,1970/01/03,06:18:12.101,1970/01/03,06:18:12.140,,6925,,,,,,,,,,
MSG,4,1,1,E80329,1,1970/01/03,06:18:12.296,1970/01/03,06:18:12.352,,,132,154,,,-768,,,,,0
MSG,7,1,1,E80482,1,1970/01/03,06:18:12.494,1970/01/03,06:18:12.526,,4450,,,,,,,,,,
MSG,4,1,1,E80482,1,1970/01/03,06:18:12.497,1970/01/03,06:18:12.527,,,274,150,,,2816,,,,,0
MSG,8,1,1,E80329,1,1970/01/03,06:18:12.537,1970/01/03,06:18:12.577,,,,,,,,,,,,0
MSG,8,1,1,E80248,1,1970/01/03,06:18:12.611,1970/01/03,06:18:12.638,,,,,,,,,,,,0
MSG,8,1,1,E80248,1,1970/01/03,06:18:12.721,1970/01/03,06:18:12.747,,,,,,,,,,,,0
MSG,8,1,1,E80248,1,1970/01/03,06:18:12.959,1970/01/03,06:18:13.009,,,,,,,,,,,,0
MSG,8,1,1,E80482,1,1970/01/03,06:18:13.200,1970/01/03,06:18:13.234,,,,,,,,,,,,0
MSG,8,1,1,E80248,1,1970/01/03,06:18:13.397,1970/01/03,06:18:13.447,,,,,,,,,,,,0
MSG,5,1,1,E80248,1,1970/01/03,06:18:13.433,1970/01/03,06:18:13.457,,6900,,,,,,,0,,0,
MSG,6,1,1,E80248,1,1970/01/03,06:18:13.437,1970/01/03,06:18:13.459,,,,,,,,5226,0,0,0,
MSG,5,1,1,E80248,1,1970/01/03,06:18:13.441,1970/01/03,06:18:13.498,,6900,,,,,,,0,,0,
MSG,5,1,1,E80248,1,1970/01/03,06:18:13.445,1970/01/03,06:18:13.499,,6900,,,,,,,0,,0,
MSG,8,1,1,E80248,1,1970/01/03,06:18:13.458,1970/01/03,06:18:13.503,,,,,,,,,,,,0
MSG,8,1,1,E80248,1,1970/01/03,06:18:13.494,1970/01/03,06:18:13.552,,,,,,,,,,,,0
MSG,7,1,1,E80248,1,1970/01/03,06:18:13.565,1970/01/03,06:18:13.612,,6900,,,,,,,,,,
MSG,8,1,1,E80248,1,1970/01/03,06:18:13.617,1970/01/03,06:18:13.665,,,,,,,,,,,,0
MSG,5,1,1,E80248,1,1970/01/03,06:18:13.635,1970/01/03,06:18:13.671,LAN520  ,6900,,,,,,,0,,0,
MSG,5,1,1,E80248,1,1970/01/03,06:18:13.640,1970/01/03,06:18:13.673,LAN520  ,6900,,,,,,,0,,0,
MSG,5,1,1,E80248,1,1970/01/03,06:18:13.645,1970/01/03,06:18:13.675,LAN520  ,6900,,,,,,,0,,0,
MSG,8,1,1,E80248,1,1970/01/03,06:18:13.647,1970/01/03,06:18:13.675,,,,,,,,,,,,0
MSG,5,1,1,E80248,1,1970/01/03,06:18:13.650,1970/01/03,06:18:13.676,,6900,,,,,,,0,,0,
MSG,5,1,1,E80248,1,1970/01/03,06:18:13.655,1970/01/03,06:18:13.678,,6900,,,,,,,0,,0,
MSG,5,1,1,E80248,1,1970/01/03,06:18:13.660,1970/01/03,06:18:13.717,,6900,,,,,,,0,,0,
MSG,8,1,1,E80248,1,1970/01/03,06:18:13.661,1970/01/03,06:18:13.718,,,,,,,,,,,,0
MSG,5,1,1,E80248,1,1970/01/03,06:18:13.664,1970/01/03,06:18:13.719,,6900,,,,,,,0,,0,
MSG,5,1,1,E80248,1,1970/01/03,06:18:13.669,1970/01/03,06:18:13.720,,6900,,,,,,,0,,0,
MSG,5,1,1,E80248,1,1970/01/03,06:18:13.674,1970/01/03,06:18:13.722,,6900,,,,,,,0,,0,
MSG,8,1,1,E80248,1,1970/01/03,06:18:13.676,1970/01/03,06:18:13.722,,,,,,,,,,,,0
MSG,7,1,1,E80248,1,1970/01/03,06:18:13.708,1970/01/03,06:18:13.732,,6875,,,,,,,,,,
MSG,8,1,1,E80248,1,1970/01/03,06:18:13.891,1970/01/03,06:18:13.939,,,,,,,,,,,,0
MSG,8,1,1,E80248,1,1970/01/03,06:18:14.395,1970/01/03,06:18:14.434,,,,,,,,,,,,0
MSG,7,1,1,E80248,1,1970/01/03,06:18:14.498,1970/01/03,06:18:14.541,,6875,,,,,,,,,,
MSG,8,1,1,E80329,1,1970/01/03,06:18:14.582,1970/01/03,06:18:14.605,,,,,,,,,,,,0
MSG,7,1,1,E80248,1,1970/01/03,06:18:14.583,1970/01/03,06:18:14.605,,6850,,,,,,,,,,
MSG,5,1,1,E80329,1,1970/01/03,06:18:14.759,1970/01/03,06:18:14.811,,1200,,,,,,,0,,0,
MSG,5,1,1,E80329,1,1970/01/03,06:18:14.771,1970/01/03,06:18:14.815,,1200,,,,,,,0,,0,
MSG,8,1,1,E80248,1,1970/01/03,06:18:14.856,1970/01/03,06:18:14.878,,,,,,,,,,,,0
MSG,3,1,1,E80329,1,1970/01/03,06:18:15.361,1970/01/03,06:18:15.412,,1200,,,-11.96063,-77.15646,,,,,,0
MSG,4,1,1,E80329,1,1970/01/03,06:18:15.386,1970/01/03,06:18:15.419,,,132,154,,,-704,,,,,0
MSG,3,1,1,E80482,1,1970/01/03,06:18:15.488,1970/01/03,06:18:15.527,,4600,,,-12.14928,-77.05143,,,,,,0
MSG,4,1,1,E80482,1,1970/01/03,06:18:15.707,1970/01/03,06:18:15.745,,,275,150,,,3072,,,,,0
MSG,8,1,1,E80248,1,1970/01/03,06:18:15.981,1970/01/03,06:18:16.018,,,,,,,,,,,,0
MSG,3,1,1,E80329,1,1970/01/03,06:18:16.291,1970/01/03,06:18:16.341,,1200,,,-11.96113,-77.15621,,,,,,0
MSG,4,1,1,E80329,1,1970/01/03,06:18:16.316,1970/01/03,06:18:16.349,,,132,154,,,-704,,,,,0
MSG,8,1,1,E80329,1,1970/01/03,06:18:16.447,1970/01/03,06:18:16.502,,,,,,,,,,,,0
MSG,3,1,1,E80482,1,1970/01/03,06:18:16.597,1970/01/03,06:18:16.624,,4675,,,-12.15051,-77.05072,,,,,,0
MSG,8,1,1,E80329,1,1970/01/03,06:18:16.671,1970/01/03,06:18:16.722,,,,,,,,,,,,0
MSG,6,1,1,E80482,1,1970/01/03,06:18:16.678,1970/01/03,06:18:16.725,,,,,,,,2760,0,0,0,
MSG,5,1,1,E80482,1,1970/01/03,06:18:16.682,1970/01/03,06:18:16.726,,4675,,,,,,,0,,0,
MSG,5,1,1,E80482,1,1970/01/03,06:18:16.690,1970/01/03,06:18:16.729,,4675,,,,,,,0,,0,
MSG,8,1,1,E80248,1,1970/01/03,06:18:16.861,1970/01/03,06:18:16.894,,,,,,,,,,,,0
MSG,3,1,1,E80329,1,1970/01/03,06:18:17.332,1970/01/03,06:18:17.379,,1175,,,-11.96169,-77.15592,,,,,,0
MSG,5,1,1,E80248,1,1970/01/03,06:18:17.460,1970/01/03,06:18:17.494,,6775,,,,,,,0,,0,
MSG,6,1,1,E80248,1,1970/01/03,06:18:17.464,1970/01/03,06:18:17.496,,,,,,,,5226,0,0,0,
MSG,5,1,1,E80248,1,1970/01/03,06:18:17.468,1970/01/03,06:18:17.497,,6775,,,,,,,0,,0,
MSG,3,1,1,E80482,1,1970/01/03,06:18:17.472,1970/01/03,06:18:17.498,,4725,,,-12.15148,-77.05015,,,,,,0
MSG,8,1,1,E80248,1,1970/01/03,06:18:17.473,1970/01/03,06:18:17.499,,,,,,,,,,,,0
MSG,5,1,1,E80248,1,1970/01/03,06:18:17.476,1970/01/03,06:18:17.500,,6775,,,,,,,0,,0,
MSG,8,1,1,E80482,1,1970/01/03,06:18:17.506,1970/01/03,06:18:17.546,,,,,,,,,,,,0
MSG,7,1,1,E80482,1,1970/01/03,06:18:17.508,1970/01/03,06:18:17.547,,4725,,,,,,,,,,
MSG,8,1,1,E80248,1,1970/01/03,06:18:17.623,1970/01/03,06:18:17.658,,,,,,,,,,,,0
MSG,5,1,1,E80248,1,1970/01/03,06:18:17.642,1970/01/03,06:18:17.663,LAN520  ,6775,,,,,,,0,,0,
MSG,8,1,1,E80248,1,1970/01/03,06:18:17.653,1970/01/03,06:18:17.705,,,,,,,,,,,,0
MSG,5,1,1,E80248,1,1970/01/03,06:18:17.656,1970/01/03,06:18:17.706,,6775,,,,,,,0,,0,
MSG,5,1,1,E80248,1,1970/01/03,06:18:17.661,1970/01/03,06:18:17.708,,6775,,,,,,,0,,0,
MSG,5,1,1,E80248,1,1970/01/03,06:18:17.666,1970/01/03,06:18:17.709,,6775,,,,,,,0,,0,
